Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
The Alternative Dispute Resolution (Amendment) Bil_2_15,"The Alternative Dispute Resolution (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The University of Islamabad Bill, 2019
[Support]_2_15","The University of Islamabad Bill, 2019
[Support]",Government,2,15,Not Applicable,6,1,PTI,Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood
"The Anti-terrorism (Amendment) Bill, 2020 (Amendme_2_15","The Anti-terrorism (Amendment) Bill, 2020 (Amendment in sections 2, 6 and insertion of section 9A)
[Support]",Government,2,15,Not Applicable,6,1,PTI,Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah
The Transfer of Evacuee Land (Katchi Abadi) (Amend_1_15,"The Transfer of Evacuee Land (Katchi Abadi) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan
The Islamabad Capital Territory Child Protection (_2_15,"The Islamabad Capital Territory Child Protection (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Trade Organizations (Amendment) Bill, 2019
[Su_1_15","The Trade Organizations (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Associated Press of Pakistan Corporation (Amen_1_15,"The Associated Press of Pakistan Corporation (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Auditor-General’s (Functions, Powers and Terms_5_14","The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,5,14,Not Applicable,6,1,PML-N,Mohammad Ishaq Dar;Mohammad Ishaq Dar;Mohammad Ishaq Dar;Mohammad Ishaq Dar;Mohammad Ishaq Dar;Mohammad Ishaq Dar
The Associated Press of Pakistan Corporation (Amen_2_15,"The Associated Press of Pakistan Corporation (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Islamabad Healthcare Regulation (Amendment) Bi_2_15,"The Islamabad Healthcare Regulation (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Federal Public Service Commission (Validation _2_15,"The Federal Public Service Commission (Validation of Rules) Bill, 2019
[Support]",Government,2,15,Not Applicable,6,1,PTI,Abdul Shakoor Shad;Abdul Shakoor Shad;Ali Muhammad Khan;Abdul Shakoor Shad;Ali Muhammad Khan;Ali Muhammad Khan
"The Apprentice Ship (Amendment) Bill, 2019
[Suppor_2_15","The Apprentice Ship (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Pakistan Global Institute Bill, 2021
[Support]_4_15","The Pakistan Global Institute Bill, 2021
[Support]",Government,4,15,Not Applicable,6,2,PML-N;PTI,Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Rana Tanveer Hussain;Rana Tanveer Hussain
"The National Tariff Commission (Amendment) Bill, 2_2_15","The National Tariff Commission (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Protection Against Harassment of women at the _1_15,"The Protection Against Harassment of women at the Workplace (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Protection against Harassment of Women at the _4_15,"The Protection against Harassment of Women at the Workplace (Amendment) Bill, 2022
[Support]",Private,4,15,Not Applicable,6,1,PTI,Nafeesa Inayatullah Khan Khattak;Shandana Gulzar Khan;Nafeesa Inayatullah Khan Khattak;Shandana Gulzar Khan;Nafeesa Inayatullah Khan Khattak;Shandana Gulzar Khan
The Children (Pledging of Labour) (Amendment) Bill_4_14,"The Children (Pledging of Labour) (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,6,1,MQM,Abdul Waseem;Shaikh Salahuddin;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
The Protection Against Harassment of women at the _2_15,"The Protection Against Harassment of women at the Workplace (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Elections (Amendment) Bill, 2020 (Insertion of_2_15","The Elections (Amendment) Bill, 2020 (Insertion of new section 16-A)
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Health Services Academy (Restructuring) (Amend_2_15,"The Health Services Academy (Restructuring) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Federal Government Properties Management Autho_4_15,"The Federal Government Properties Management Authority Ordinance, 2021 (No. XV of 2021)
[Support]",Government,4,15,Not Applicable,6,1,PTI,Asad Umar;Asad Umar;Asad Umar;Asad Umar;Asad Umar;Asad Umar
"The Trade Organizations (Amendment) Bill, 2019
[Su_2_15","The Trade Organizations (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Trade Organizations (Amendment) Bill, 2021
[Su_3_15","The Trade Organizations (Amendment) Bill, 2021
[Support]",Private,3,15,Not Applicable,6,1,PTI,Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum
"The Pakistan Bait-ul-Mal (Amendment) Bill, 2021
[S_4_15","The Pakistan Bait-ul-Mal (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,6,1,PTI,Zaheer-ud-Din Babar Awan;Ali Muhammad Khan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan
The National Civic Education Commission (Amendment_2_15,"The National Civic Education Commission (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Global Change Impact Studies Centre (Amendment_2_15,"The Global Change Impact Studies Centre (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The National Insurance Corporation (Reorganization_2_15,"The National Insurance Corporation (Reorganization) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Representation of the People (Amendment) Bill,_1_14","The Representation of the People (Amendment) Bill, 2014
[Support]",Private,1,14,Parliamentary Affairs,6,1,PTI,Imran Khattak;Ghulam Sarwar Khan;Dr. Arif Alvi;Dr. Shireen Mehrunnisa Mazari;Munaza Hassan;Nafeesa Inayatullah Khan Khattak
The Right of Access to Information (Amendment) Bil_2_15,"The Right of Access to Information (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Transgender Persons (Protection of Rights) (Am_2_15,"The Transgender Persons (Protection of Rights) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Federal Employees Benevolent Fund and Group In_4_15,"The Federal Employees Benevolent Fund and Group Insurance (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,6,1,PTI,Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan
"The Right of Access to Information Bill, 2017
[Sup_5_14","The Right of Access to Information Bill, 2017
[Support]",Government,5,14,Not Applicable,6,1,PML-N,Marriyum Aurangzeb;Marriyum Aurangzeb;Marriyum Aurangzeb;Marriyum Aurangzeb;Marriyum Aurangzeb;Marriyum Aurangzeb
The National Skills University Islamabad (Amendmen_2_15,"The National Skills University Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The National Skills University Islamabad (Amendmen_2_15,"The National Skills University Islamabad (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Federal Employees Benevolent Fund and Group In_5_14,"The Federal Employees Benevolent Fund and Group Insurance (Amendment) Bill, 2017
[Support]",Private,5,14,Not Applicable,6,1,MQM,Shaikh Salahuddin;Muhammad Muzammil Qureshi;Sajid Ahmed;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
"The Islamabad Rent Restriction (Amendment) Bill, 2_4_15","The Islamabad Rent Restriction (Amendment) Bill, 2021
[Support]",Private,4,15,Not Applicable,6,1,PTI,Sher Ali Arbab;Sher Ali Arbab;Sher Ali Arbab;Sher Ali Arbab;Sher Ali Arbab;Sher Ali Arbab
"The Higher Education Commission (Amendment)Bill, 2_5_15","The Higher Education Commission (Amendment)Bill, 2023
[Support]",Private,5,15,Not Applicable,6,1,PML-N,Zahra Wadood Fatemi;Samina Matloob;Dr. Zulfiqar Ali Bhatti;Zahra Wadood Fatemi;Samina Matloob;Dr. Zulfiqar Ali Bhatti
"The My University Islamabad (Amendment) Bill, 2019_2_15","The My University Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Chemical Fertilizers (Development Surcharge) (_1_15,"The Chemical Fertilizers (Development Surcharge) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan
The National Vocational and Technical Training Com_2_15,"The National Vocational and Technical Training Commission (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The National University of Technology (Amendment) _2_15,"The National University of Technology (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Prohibition of Smoking and Protection of Non -_2_15,"The Prohibition of Smoking and Protection of Non -Smokers Health (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Defamation (Amendment) Bill, 2019
[Support]_2_15","The Defamation (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Offences in Respect of Banks (Special Courts) _2_15,"The Offences in Respect of Banks (Special Courts) (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,6,1,PML-N,Mohsin Shah Nawaz Ranjha;Rana Sana Ullah Khan;Khawaja Muhammad Asif;Khurram Dastgir Khan;Khawaja Saad Rafique;Shahid Khaqan Abbasi
The Islamabad Capital Territory Prohibition of Cor_2_15,"The Islamabad Capital Territory Prohibition of Corporal Punishment Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PML-N,Mehnaz Akber Aziz;Mehnaz Akber Aziz;Mehnaz Akber Aziz;Mehnaz Akber Aziz;Mehnaz Akber Aziz;Mehnaz Akber Aziz
The National Institute of Oceanography (Amendment)_1_15,"The National Institute of Oceanography (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Electronic Transactions (Amendment) Bill, 2019_2_15","The Electronic Transactions (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Pakistan National Accreditation Council (Amend_2_15,"The Pakistan National Accreditation Council (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Corporate Rehabilitation (Amendment) Bill, 201_2_15","The Corporate Rehabilitation (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Pakistan National Council of the Arts (Amendme_1_15,"The Pakistan National Council of the Arts (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan
"The Juvenile Justice System (Amendment) Bill, 2019_2_15","The Juvenile Justice System (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The General Statistics (Reorganization) (Amendment_1_15,"The General Statistics (Reorganization) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Law Reforms (Amendment) Bill, 2015
[Support]_4_14","The Law Reforms (Amendment) Bill, 2015
[Support]",Private,4,14,Not Applicable,6,1,PPPP,Mohammad Ayaz Soomro;Mohammad Ayaz Soomro;Mohammad Ayaz Soomro;Mohammad Ayaz Soomro;Mohammad Ayaz Soomro;Mohammad Ayaz Soomro
"The Islamic Development Bank (Amendment) Bill, 201_1_15","The Islamic Development Bank (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan
The Deposit Protection Corporation (Amendment) Bil_2_15,"The Deposit Protection Corporation (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Pakistan Halal Authority (Amendment) Bill, 201_2_15","The Pakistan Halal Authority (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Pakistan Broadcasting Corporation (Amendment) _1_15,"The Pakistan Broadcasting Corporation (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan;Syed Fakhar Imam;Amjid Ali Khan
The Pakistan Environmental Protection (Amendment) _2_15,"The Pakistan Environmental Protection (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Protection of Communal Properties of Minoritie_2_15,"The Protection of Communal Properties of Minorities (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Constitution (Amendment) Bill, 2014 (Amendment_1_14","The Constitution (Amendment) Bill, 2014 (Amendment in Article 51)
[Support]",Private,1,14,"Law, Justice and Human Rights",6,3,JUI;PML-F;PML-N,Romina Khurshid Alam;Phyllis Azeem;Reeta Ishwar;Tariq Christopher Qaiser;Khalil George;Aasiya Nasir
The Compulsory Teaching of Holy Quran (Amendment) _2_15,"The Compulsory Teaching of Holy Quran (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Anti-terrorism (Amendment) Bill, 2020 (Amendme_2_15","The Anti-terrorism (Amendment) Bill, 2020 (Amendment in sections 2, 11O and insertion of section 11OOO)
[Support]",Government,2,15,Not Applicable,6,1,PTI,Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah
The Regional Development Finance Corporation Small_2_15,"The Regional Development Finance Corporation Small Business Finance Corporation (Amalgamation and Conversion) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Pakistan Council of Research in Water Resource_1_15,"The Pakistan Council of Research in Water Resources (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Pakistan Council for Science and Technology (A_2_15,"The Pakistan Council for Science and Technology (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Hindu Marriage (Amendment) Bill, 2019
[Support_2_15","The Hindu Marriage (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Hydrocarbon Development Institute of Pakistan _1_15,"The Hydrocarbon Development Institute of Pakistan (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Recognition and Enforcement (Arbitration Agree_2_15,"The Recognition and Enforcement (Arbitration Agreements and Foreign Arbitral Awards (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Unani, Ayurvedic and Homeopathic Practitioners_4_15","The Unani, Ayurvedic and Homeopathic Practitioners (Amendment) Bill, 2022
[Support]",Private,4,15,Not Applicable,6,2,PML-N;PTI,Syed Sajid Mehdi;Dr. Muhammad Afzal Khan Dhandla;Choudhary Faqir Ahmad;Syed Sajid Mehdi;Dr. Muhammad Afzal Khan Dhandla;Choudhary Faqir Ahmad
The Islamabad Capital Territory Local Government (_2_15,"The Islamabad Capital Territory Local Government (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Islamabad Capital Territory Private Educationa_2_15,"The Islamabad Capital Territory Private Educational Institutions (Registration & Regulation) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Anti-Terrorism (Amendment) Bill, 2019
[Support_2_15","The Anti-Terrorism (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Financial Institutions (Recovery of Finance) (_2_15,"The Financial Institutions (Recovery of Finance) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Plant Breeders Rights (Amendment) Bill, 2019
[_2_15","The Plant Breeders Rights (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Constitution (Amendment) Bill, 2024 (Amendment_1_16","The Constitution (Amendment) Bill, 2024 (Amendment in Article- 175A and 215)
[Support]",Private,1,16,Not Applicable,6,1,SIC,Shahzada Muhammad Gushtasap Khan;Asad Qaiser;Sana Ullah Khan Mastikhel;Shahzada Muhammad Gushtasap Khan;Asad Qaiser;Sana Ullah Khan Mastikhel
The Pakistan Standards and Quality Control Authori_2_15,"The Pakistan Standards and Quality Control Authority (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Limited Liability Partnership (Amendment) Bill_2_15,"The Limited Liability Partnership (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Pakistan Red Crescent Society Bill, 2023
[Supp_5_15","The Pakistan Red Crescent Society Bill, 2023
[Support]",Private,5,15,Not Applicable,6,2,MMA;PTI,James Iqbal;James Iqbal;Asiya Azeem;James Iqbal;Asiya Azeem;Asiya Azeem
The Institute of Science and Technology Bahawalpur_2_15,"The Institute of Science and Technology Bahawalpur (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Transplantation of Human Organs and Tissues (A_2_15,"The Transplantation of Human Organs and Tissues (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Export Development Fund (Amendment) Bill, 2019_2_15","The Export Development Fund (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Benami Transaction (Prohibition) (Amendment) B_2_15,"The Benami Transaction (Prohibition) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Banking Companies (Recovery of Loans, Allowanc_2_15","The Banking Companies (Recovery of Loans, Allowances, Credits and Finances) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Marine Insurance (Amendment) Bill, 2020
[Suppo_2_15","The Marine Insurance (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Legal Practitioners and Bar Councils (Amendmen_4_14,"The Legal Practitioners and Bar Councils (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,6,2,JUI;MQM,Syed Waseem Hussain;Shaikh Salahuddin;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Mrs. Aliya Kamran
"The Pakistan Ruet-e-Hilal Bill, 2021
[Support]_4_15","The Pakistan Ruet-e-Hilal Bill, 2021
[Support]",Government,4,15,Not Applicable,6,1,PTI,Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri
"The Marine Insurance (Amendment) Bill, 2019
[Suppo_2_15","The Marine Insurance (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Press Council of Pakistan (Amendment) Bill, 20_2_15","The Press Council of Pakistan (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
